Date,Store ID,Product ID,Inventory Level,Units Ordered,Competitor Pricing
2022-01-03,S002,P0020,6,0,73.24
2022-01-03,S003,P0001,193,316,20.46
2022-01-03,S003,P0002,59,0,57.57
2022-01-03,S003,P0003,162,197,118.42
2022-01-03,S003,P0004,42,0,24.94
2022-01-03,S003,P0005,154,0,21.3
2022-01-03,S003,P0006,147,0,25.6
2022-01-03,S003,P0007,0,0,19.09
2022-01-03,S003,P0008,115,0,119.72
2022-01-03,S003,P0009,138,156,48.4
2022-01-03,S003,P0010,132,173,48.68
2022-01-03,S003,P0011,293,0,125.46
2022-01-03,S003,P0012,137,306,98.69
2022-01-03,S003,P0013,0,681,89.45
2022-01-03,S003,P0014,192,244,95.52
2022-01-03,S003,P0015,0,0,91.17
2022-01-03,S003,P0016,86,0,76.74
2022-01-03,S003,P0017,114,0,127.68
2022-01-03,S003,P0018,168,0,151.98
2022-01-03,S003,P0019,95,139,58.48
2022-01-03,S003,P0020,149,753,84.13
2022-01-03,S004,P0001,0,0,15.38
2022-01-03,S004,P0002,95,0,17.47
2022-01-03,S004,P0003,0,374,149.23
2022-01-03,S004,P0004,60,229,52.98
2022-01-03,S004,P0005,152,123,63.8
2022-01-03,S004,P0006,171,0,33.69
2022-01-03,S004,P0007,0,0,28.51
2022-01-03,S004,P0008,194,0,96.97
2022-01-03,S004,P0009,0,0,149.55
2022-01-03,S004,P0010,0,0,26.82
2022-01-03,S004,P0011,5,0,66.82
2022-01-03,S004,P0012,94,163,112.97
2022-01-03,S004,P0013,0,0,19.79
2022-01-03,S004,P0014,122,0,148.19
2022-01-03,S004,P0015,135,0,97.01
2022-01-03,S004,P0016,14,365,139.43
2022-01-03,S004,P0017,217,144,120.75
2022-01-03,S004,P0018,111,133,183.17
2022-01-03,S004,P0019,162,0,67.46
2022-01-03,S004,P0020,182,204,95.71
2022-01-03,S005,P0001,224,190,11.79
2022-01-03,S005,P0002,0,0,41.22
2022-01-03,S005,P0003,124,141,33.0
2022-01-03,S005,P0004,198,0,6.14
2022-01-03,S005,P0005,344,0,14.86
2022-01-03,S005,P0006,99,0,66.25
2022-01-03,S005,P0007,220,136,76.61
2022-01-03,S005,P0008,103,58,50.65
2022-01-03,S005,P0009,131,0,104.66
2022-01-03,S005,P0010,0,0,74.94
2022-01-03,S005,P0011,152,0,72.22
2022-01-03,S005,P0012,42,0,138.45
2022-01-03,S005,P0013,0,0,83.33
2022-01-03,S005,P0014,83,319,202.29
2022-01-03,S005,P0015,203,0,54.94
2022-01-03,S005,P0016,0,614,36.53
2022-01-03,S005,P0017,82,130,45.01
2022-01-03,S005,P0018,239,0,16.1
2022-01-03,S005,P0019,123,0,137.11
2022-01-03,S005,P0020,101,73,27.74
2022-01-04,S001,P0001,132,0,54.88
2022-01-04,S001,P0002,159,102,81.54
2022-01-04,S001,P0003,0,0,41.33
2022-01-04,S001,P0004,242,0,100.36
2022-01-04,S001,P0005,0,0,61.75
2022-01-04,S001,P0006,0,0,32.55
2022-01-04,S001,P0007,0,0,30.25
2022-01-04,S001,P0008,109,141,48.84
2022-01-04,S001,P0009,161,115,70.34
2022-01-04,S001,P0010,0,0,125.09
2022-01-04,S001,P0011,356,0,148.93
2022-01-04,S001,P0012,447,0,87.92
2022-01-04,S001,P0013,136,147,25.69
2022-01-04,S001,P0014,479,368,73.32
2022-01-04,S001,P0015,118,74,16.1
2022-01-04,S001,P0016,372,0,47.46
2022-01-04,S001,P0017,121,0,21.61
2022-01-04,S001,P0018,167,117,51.61
2022-01-04,S001,P0019,137,0,131.36
2022-01-04,S001,P0020,52,424,111.71
2022-01-04,S002,P0001,331,0,123.5
2022-01-04,S002,P0002,141,0,35.78
2022-01-04,S002,P0003,596,0,75.44
2022-01-04,S002,P0004,339,0,32.53
2022-01-04,S002,P0005,0,0,73.52
2022-01-04,S002,P0006,172,0,65.75
2022-01-04,S002,P0007,226,0,27.1
2022-01-04,S002,P0008,182,0,29.55
2022-01-04,S002,P0009,389,262,60.75
2022-01-04,S002,P0010,130,99,71.67
2022-01-04,S002,P0011,191,0,105.72
2022-01-04,S002,P0012,0,0,72.04
2022-01-04,S002,P0013,331,0,14.67
2022-01-04,S002,P0014,0,0,142.52
2022-01-04,S002,P0015,0,0,72.43
2022-01-04,S002,P0016,470,0,105.37
2022-01-04,S002,P0017,196,0,20.16
2022-01-04,S002,P0018,181,206,38.26
2022-01-04,S002,P0019,0,0,111.25
2022-01-04,S002,P0020,132,255,136.86
2022-01-04,S003,P0001,76,0,16.99
2022-01-04,S003,P0002,236,0,64.74
2022-01-04,S003,P0003,197,182,95.07
2022-01-04,S003,P0004,518,0,19.62
2022-01-04,S003,P0005,106,680,22.92
2022-01-04,S003,P0006,120,125,45.75
2022-01-04,S003,P0007,0,670,18.73
2022-01-04,S003,P0008,307,357,119.27
2022-01-04,S003,P0009,168,0,50.59
2022-01-04,S003,P0010,178,157,45.73
2022-01-04,S003,P0011,617,0,165.96
2022-01-04,S003,P0012,224,0,76.28
2022-01-04,S003,P0013,0,0,71.48
2022-01-04,S003,P0014,128,688,110.1
2022-01-04,S003,P0015,0,0,118.88
2022-01-04,S003,P0016,289,233,104.6
2022-01-04,S003,P0017,63,498,149.04
2022-01-04,S003,P0018,125,486,138.76
2022-01-04,S003,P0019,139,83,63.92
2022-01-04,S003,P0020,0,0,73.82
2022-01-04,S004,P0001,0,0,11.27
2022-01-04,S004,P0002,245,357,26.42
2022-01-04,S004,P0003,407,0,157.42
2022-01-04,S004,P0004,258,0,55.06
2022-01-04,S004,P0005,150,172,75.44
2022-01-04,S004,P0006,347,0,38.12
2022-01-04,S004,P0007,0,0,22.56
2022-01-04,S004,P0008,108,63,111.72
2022-01-04,S004,P0009,299,0,165.24
2022-01-04,S004,P0010,0,0,21.79
2022-01-04,S004,P0011,0,0,60.87
2022-01-04,S004,P0012,163,0,96.97
2022-01-04,S004,P0013,385,0,23.8
2022-01-04,S004,P0014,246,0,106.7
2022-01-04,S004,P0015,68,300,121.47
2022-01-04,S004,P0016,218,0,127.49
2022-01-04,S004,P0017,263,0,78.11
2022-01-04,S004,P0018,133,96,150.33
2022-01-04,S004,P0019,80,89,51.94
2022-01-04,S004,P0020,111,329,181.3
2022-01-04,S005,P0001,126,0,11.04
2022-01-04,S005,P0002,474,0,47.27
2022-01-04,S005,P0003,166,0,24.37
2022-01-04,S005,P0004,150,93,6.13
2022-01-04,S005,P0005,218,268,18.76
2022-01-04,S005,P0006,0,0,52.1
2022-01-04,S005,P0007,163,274,75.2
2022-01-04,S005,P0008,123,193,79.04
2022-01-04,S005,P0009,330,482,100.61
2022-01-04,S005,P0010,436,0,57.47
2022-01-04,S005,P0011,79,374,73.3
2022-01-04,S005,P0012,0,0,111.69
2022-01-04,S005,P0013,328,0,84.55
2022-01-04,S005,P0014,219,0,142.02
2022-01-04,S005,P0015,315,0,57.91
2022-01-04,S005,P0016,191,0,32.47
2022-01-04,S005,P0017,130,122,32.52
2022-01-04,S005,P0018,174,0,20.94
2022-01-04,S005,P0019,158,0,113.21
2022-01-04,S005,P0020,124,108,31.07
2022-01-05,S001,P0001,319,0,57.34
2022-01-05,S001,P0002,148,85,63.99
2022-01-05,S001,P0003,612,0,69.67
2022-01-05,S001,P0004,184,0,75.04
2022-01-05,S001,P0005,271,0,53.28
2022-01-05,S001,P0006,172,0,34.75
2022-01-05,S001,P0007,335,0,33.46
2022-01-05,S001,P0008,141,0,42.99
2022-01-05,S001,P0009,188,167,105.32
2022-01-05,S001,P0010,300,0,113.38
2022-01-05,S001,P0011,302,0,120.07
2022-01-05,S001,P0012,382,0,58.69
2022-01-05,S001,P0013,204,0,34.03
2022-01-05,S001,P0014,332,0,72.81
2022-01-05,S001,P0015,111,0,13.69
2022-01-05,S001,P0016,272,0,40.52
2022-01-05,S001,P0017,62,52,19.32
2022-01-05,S001,P0018,221,119,52.64
2022-01-05,S001,P0019,88,50,102.26
2022-01-05,S001,P0020,0,0,110.93
2022-01-05,S002,P0001,509,371,69.75
2022-01-05,S002,P0002,217,139,29.74
2022-01-05,S002,P0003,430,0,88.98
2022-01-05,S002,P0004,247,210,37.15
2022-01-05,S002,P0005,334,0,113.93
2022-01-05,S002,P0006,74,115,68.88
2022-01-05,S002,P0007,130,0,25.89
2022-01-05,S002,P0008,86,140,20.93
2022-01-05,S002,P0009,279,521,81.81
2022-01-05,S002,P0010,152,0,70.27
2022-01-05,S002,P0011,559,568,114.78
2022-01-05,S002,P0012,413,0,61.95
2022-01-05,S002,P0013,284,0,18.88
2022-01-05,S002,P0014,289,0,111.81
2022-01-05,S002,P0015,457,0,68.34
2022-01-05,S002,P0016,353,264,89.91
2022-01-05,S002,P0017,424,0,17.08
2022-01-05,S002,P0018,206,0,25.93
2022-01-05,S002,P0019,391,0,76.1
2022-01-05,S002,P0020,256,0,137.11
2022-01-05,S003,P0001,316,409,18.46
2022-01-05,S003,P0002,662,0,62.46
2022-01-05,S003,P0003,234,226,114.6
2022-01-05,S003,P0004,462,398,22.13
2022-01-05,S003,P0005,212,0,17.89
2022-01-05,S003,P0006,174,0,38.95
2022-01-05,S003,P0007,552,0,14.98
2022-01-05,S003,P0008,133,0,113.39
2022-01-05,S003,P0009,82,209,75.07
2022-01-05,S003,P0010,206,166,38.86
2022-01-05,S003,P0011,503,0,146.68
2022-01-05,S003,P0012,468,0,118.36
2022-01-05,S003,P0013,743,0,73.84
2022-01-05,S003,P0014,0,0,108.79
2022-01-05,S003,P0015,500,0,99.85
2022-01-05,S003,P0016,163,404,85.84
2022-01-05,S003,P0017,380,0,112.17
2022-01-05,S003,P0018,354,0,121.36
2022-01-05,S003,P0019,106,317,74.67
2022-01-05,S003,P0020,270,0,78.7
2022-01-05,S004,P0001,287,0,10.18
2022-01-05,S004,P0002,112,0,23.4
2022-01-05,S004,P0003,234,0,117.9
2022-01-05,S004,P0004,171,0,40.55
2022-01-05,S004,P0005,230,0,88.3
2022-01-05,S004,P0006,229,0,25.42
2022-01-05,S004,P0007,253,0,25.1
2022-01-05,S004,P0008,103,96,88.36
2022-01-05,S004,P0009,592,0,107.21
2022-01-05,S004,P0010,597,784,31.07
2022-01-05,S004,P0011,293,0,72.03
2022-01-05,S004,P0012,83,131,131.13
2022-01-05,S004,P0013,721,0,23.49
2022-01-05,S004,P0014,223,0,119.28
2022-01-05,S004,P0015,200,0,88.43
2022-01-05,S004,P0016,126,0,91.29
2022-01-05,S004,P0017,228,188,130.43
2022-01-05,S004,P0018,106,119,176.11
2022-01-05,S004,P0019,89,96,47.26
2022-01-05,S004,P0020,204,0,117.68
2022-01-05,S005,P0001,258,339,14.13
2022-01-05,S005,P0002,397,0,42.73
2022-01-05,S005,P0003,123,104,28.91
2022-01-05,S005,P0004,161,117,8.17
2022-01-05,S005,P0005,35,0,11.06
2022-01-05,S005,P0006,300,0,60.89
2022-01-05,S005,P0007,159,0,88.65
2022-01-05,S005,P0008,196,0,59.38
2022-01-05,S005,P0009,170,0,80.3
2022-01-05,S005,P0010,963,0,61.18
2022-01-05,S005,P0011,0,0,86.57
2022-01-05,S005,P0012,371,0,111.52
2022-01-05,S005,P0013,458,0,64.97
2022-01-05,S005,P0014,143,0,154.85
2022-01-05,S005,P0015,249,194,53.16
2022-01-05,S005,P0016,295,0,40.17
2022-01-05,S005,P0017,174,0,32.24
2022-01-05,S005,P0018,105,0,14.95
2022-01-05,S005,P0019,121,176,123.38
2022-01-05,S005,P0020,139,118,28.69
2022-01-06,S001,P0001,190,308,95.54
2022-01-06,S001,P0002,156,103,67.09
2022-01-06,S001,P0003,456,442,61.5
2022-01-06,S001,P0004,146,115,69.92
2022-01-06,S001,P0005,667,0,54.53
2022-01-06,S001,P0006,310,440,38.82
2022-01-06,S001,P0007,735,0,27.95
2022-01-06,S001,P0008,84,108,43.48
2022-01-06,S001,P0009,225,151,109.87
2022-01-06,S001,P0010,712,0,135.43
2022-01-06,S001,P0011,240,197,115.6
2022-01-06,S001,P0012,271,0,70.24
2022-01-06,S001,P0013,160,181,37.71
2022-01-06,S001,P0014,246,0,83.07
2022-01-06,S001,P0015,71,91,19.71
2022-01-06,S001,P0016,685,0,40.11
2022-01-06,S001,P0017,78,138,21.31
2022-01-06,S001,P0018,231,0,58.34
2022-01-06,S001,P0019,72,69,121.77
2022-01-06,S001,P0020,432,0,149.36
2022-01-06,S002,P0001,377,0,84.9
2022-01-06,S002,P0002,136,214,29.66
2022-01-06,S002,P0003,337,0,79.27
2022-01-06,S002,P0004,182,0,40.19
2022-01-06,S002,P0005,639,0,72.02
2022-01-06,S002,P0006,115,148,63.47
2022-01-06,S002,P0007,361,0,24.37
2022-01-06,S002,P0008,140,0,26.84
2022-01-06,S002,P0009,298,0,50.38
2022-01-06,S002,P0010,99,140,89.83
2022-01-06,S002,P0011,353,0,89.74
2022-01-06,S002,P0012,864,0,58.85
2022-01-06,S002,P0013,218,544,24.8
2022-01-06,S002,P0014,682,0,115.59
2022-01-06,S002,P0015,985,0,72.16
2022-01-06,S002,P0016,180,0,75.28
2022-01-06,S002,P0017,372,0,15.35
2022-01-06,S002,P0018,86,87,28.21
2022-01-06,S002,P0019,734,0,111.08
2022-01-06,S002,P0020,177,0,130.59
2022-01-06,S003,P0001,175,0,20.24
2022-01-06,S003,P0002,508,477,62.8
2022-01-06,S003,P0003,288,0,103.91
2022-01-06,S003,P0004,300,0,16.66
2022-01-06,S003,P0005,143,0,24.65
2022-01-06,S003,P0006,112,143,43.71
2022-01-06,S003,P0007,485,0,18.91
2022-01-06,S003,P0008,366,0,123.78
2022-01-06,S003,P0009,209,0,44.71
2022-01-06,S003,P0010,258,0,34.35
2022-01-06,S003,P0011,260,295,127.76
2022-01-06,S003,P0012,293,0,96.14
2022-01-06,S003,P0013,671,0,99.35
2022-01-06,S003,P0014,244,0,107.41
2022-01-06,S003,P0015,1032,0,102.23
2022-01-06,S003,P0016,244,0,104.18
2022-01-06,S003,P0017,290,0,126.81
2022-01-06,S003,P0018,268,0,120.9
2022-01-06,S003,P0019,317,0,65.4
2022-01-06,S003,P0020,124,0,91.62
2022-01-06,S004,P0001,933,0,11.72
2022-01-06,S004,P0002,382,334,22.59
2022-01-06,S004,P0003,554,0,116.47
2022-01-06,S004,P0004,340,304,44.3
2022-01-06,S004,P0005,73,94,66.46
2022-01-06,S004,P0006,174,232,40.22
2022-01-06,S004,P0007,735,0,31.82
2022-01-06,S004,P0008,125,85,105.3
2022-01-06,S004,P0009,477,506,149.1
2022-01-06,S004,P0010,379,0,27.81
2022-01-06,S004,P0011,835,0,61.42
2022-01-06,S004,P0012,131,0,93.14
2022-01-06,S004,P0013,638,0,16.72
2022-01-06,S004,P0014,177,0,162.92
2022-01-06,S004,P0015,147,0,106.24
2022-01-06,S004,P0016,408,0,118.17
2022-01-06,S004,P0017,302,0,90.47
2022-01-06,S004,P0018,119,67,138.62
2022-01-06,S004,P0019,131,112,56.09
2022-01-06,S004,P0020,434,0,133.35
2022-01-06,S005,P0001,95,0,15.61
2022-01-06,S005,P0002,311,389,33.72
2022-01-06,S005,P0003,156,116,35.42
2022-01-06,S005,P0004,172,120,7.58
2022-01-06,S005,P0005,268,0,14.73
2022-01-06,S005,P0006,719,652,80.71
2022-01-06,S005,P0007,306,275,95.26
2022-01-06,S005,P0008,79,135,77.03
2022-01-06,S005,P0009,96,0,96.6
2022-01-06,S005,P0010,819,0,68.66
2022-01-06,S005,P0011,260,0,77.94
2022-01-06,S005,P0012,744,0,143.66
2022-01-06,S005,P0013,421,514,90.91
2022-01-06,S005,P0014,402,0,191.46
2022-01-06,S005,P0015,144,333,67.76
2022-01-06,S005,P0016,817,0,36.64
2022-01-06,S005,P0017,103,116,45.54
2022-01-06,S005,P0018,71,127,24.02
2022-01-06,S005,P0019,37,130,154.07
2022-01-06,S005,P0020,192,0,29.13
2022-01-07,S001,P0001,92,0,63.57
2022-01-07,S001,P0002,173,0,63.45
2022-01-07,S001,P0003,359,0,49.62
2022-01-07,S001,P0004,105,0,91.37
2022-01-07,S001,P0005,1357,0,47.81
2022-01-07,S001,P0006,180,0,40.13
2022-01-07,S001,P0007,625,0,26.46
2022-01-07,S001,P0008,108,110,53.28
2022-01-07,S001,P0009,224,0,96.17
2022-01-07,S001,P0010,675,0,111.12
2022-01-07,S001,P0011,144,0,155.39
2022-01-07,S001,P0012,171,131,70.34
2022-01-07,S001,P0013,199,0,23.5
2022-01-07,S001,P0014,476,0,65.11
2022-01-07,S001,P0015,91,95,14.01
2022-01-07,S001,P0016,614,0,42.05
2022-01-07,S001,P0017,138,118,20.69
2022-01-07,S001,P0018,108,134,55.32
2022-01-07,S001,P0019,69,55,111.23
2022-01-07,S001,P0020,275,0,108.97
2022-01-07,S002,P0001,249,0,91.97
2022-01-07,S002,P0002,206,0,27.0
2022-01-07,S002,P0003,240,244,54.77
2022-01-07,S002,P0004,72,250,37.35
2022-01-07,S002,P0005,584,0,101.33
2022-01-07,S002,P0006,148,134,87.19
2022-01-07,S002,P0007,276,492,31.94
2022-01-07,S002,P0008,63,102,29.11
2022-01-07,S002,P0009,706,0,63.7
2022-01-07,S002,P0010,148,120,106.6
2022-01-07,S002,P0011,201,0,131.59
2022-01-07,S002,P0012,794,0,70.19
2022-01-07,S002,P0013,110,0,22.65
