store_id,product_id,week,category,units_sold,baseline_forecast,baseline_used_fallback,abs_error
S001,P0012,2024-01-15,Groceries,625,754.0,False,129.0
S001,P0012,2024-01-22,Groceries,704,729.0,False,25.0
S001,P0013,2023-12-18,Toys,641,608.0,False,33.0
S001,P0013,2023-12-25,Toys,284,540.0,False,256.0
S001,P0013,2024-01-01,Toys,163,783.0,False,620.0
S001,P0013,2024-01-08,Toys,522,669.0,False,147.0
S001,P0013,2024-01-15,Toys,587,561.0,False,26.0
S001,P0013,2024-01-22,Toys,528,413.0,False,115.0
S001,P0014,2023-12-18,Groceries,757,508.0,False,249.0
S001,P0014,2023-12-25,Groceries,533,655.0,False,122.0
S001,P0014,2024-01-01,Groceries,464,613.0,False,149.0
S001,P0014,2024-01-08,Groceries,684,969.0,False,285.0
S001,P0014,2024-01-15,Groceries,718,962.0,False,244.0
S001,P0014,2024-01-22,Groceries,752,604.0,False,148.0
S001,P0015,2023-12-18,Toys,594,542.0,False,52.0
S001,P0015,2023-12-25,Toys,429,619.0,False,190.0
S001,P0015,2024-01-01,Toys,165,605.0,False,440.0
S001,P0015,2024-01-08,Toys,544,559.0,False,15.0
S001,P0015,2024-01-15,Toys,702,613.0,False,89.0
S001,P0015,2024-01-22,Toys,711,613.0,False,98.0
S001,P0016,2023-12-18,Groceries,604,776.0,False,172.0
S001,P0016,2023-12-25,Groceries,475,763.0,False,288.0
S001,P0016,2024-01-01,Groceries,507,865.0,False,358.0
S001,P0016,2024-01-08,Groceries,610,742.0,False,132.0
S001,P0016,2024-01-15,Groceries,684,1022.0,False,338.0
S001,P0016,2024-01-22,Groceries,873,675.0,False,198.0
S001,P0017,2023-12-18,Toys,536,632.0,False,96.0
S001,P0017,2023-12-25,Toys,314,591.0,False,277.0
S001,P0017,2024-01-01,Toys,109,653.0,False,544.0
S001,P0017,2024-01-08,Toys,439,441.0,False,2.0
S001,P0017,2024-01-15,Toys,584,494.0,False,90.0
S001,P0017,2024-01-22,Toys,661,463.0,False,198.0
S001,P0018,2023-12-18,Groceries,770,675.0,False,95.0
S001,P0018,2023-12-25,Groceries,508,829.0,False,321.0
S001,P0018,2024-01-01,Groceries,501,746.0,False,245.0
S001,P0018,2024-01-08,Groceries,486,803.0,False,317.0
S001,P0018,2024-01-15,Groceries,773,788.0,False,15.0
S001,P0018,2024-01-22,Groceries,1023,785.0,False,238.0
S001,P0019,2023-12-18,Furniture,515,445.0,False,70.0
S001,P0019,2023-12-25,Furniture,332,432.0,False,100.0
S001,P0019,2024-01-01,Furniture,180,421.0,False,241.0
S001,P0019,2024-01-08,Furniture,399,518.0,False,119.0
S001,P0019,2024-01-15,Furniture,457,428.0,False,29.0
S001,P0019,2024-01-22,Furniture,654,436.0,False,218.0
S001,P0020,2023-12-18,Furniture,511,605.0,False,94.0
S001,P0020,2023-12-25,Furniture,287,589.0,False,302.0
S001,P0020,2024-01-01,Furniture,186,407.0,False,221.0
S001,P0020,2024-01-08,Furniture,413,415.0,False,2.0
S001,P0020,2024-01-15,Furniture,484,633.0,False,149.0
S001,P0020,2024-01-22,Furniture,509,349.0,False,160.0
S002,P0001,2023-12-18,Groceries,703,635.0,False,68.0
S002,P0001,2023-12-25,Groceries,737,914.0,False,177.0
S002,P0001,2024-01-01,Groceries,430,782.0,False,352.0
S002,P0001,2024-01-08,Groceries,687,842.0,False,155.0
S002,P0001,2024-01-15,Groceries,944,833.0,False,111.0
S002,P0001,2024-01-22,Groceries,649,699.0,False,50.0
S002,P0002,2023-12-18,Toys,810,655.0,False,155.0
S002,P0002,2023-12-25,Toys,308,528.0,False,220.0
S002,P0002,2024-01-01,Toys,214,659.0,False,445.0
S002,P0002,2024-01-08,Toys,547,681.0,False,134.0
S002,P0002,2024-01-15,Toys,421,741.0,False,320.0
S002,P0002,2024-01-22,Toys,480,469.0,False,11.0
S002,P0003,2023-12-18,Groceries,796,497.0,False,299.0
S002,P0003,2023-12-25,Groceries,389,703.0,False,314.0
S002,P0003,2024-01-01,Groceries,541,703.0,False,162.0
S002,P0003,2024-01-08,Groceries,556,801.0,False,245.0
S002,P0003,2024-01-15,Groceries,510,700.0,False,190.0
S002,P0003,2024-01-22,Groceries,692,724.0,False,32.0
S002,P0004,2023-12-18,Groceries,763,829.0,False,66.0
S002,P0004,2023-12-25,Groceries,480,844.0,False,364.0
S002,P0004,2024-01-01,Groceries,454,796.0,False,342.0
S002,P0004,2024-01-08,Groceries,657,668.0,False,11.0
S002,P0004,2024-01-15,Groceries,1002,690.0,False,312.0
S002,P0004,2024-01-22,Groceries,675,796.0,False,121.0
S002,P0005,2023-12-18,Electronics,786,668.0,False,118.0
S002,P0005,2023-12-25,Electronics,393,622.0,False,229.0
S002,P0005,2024-01-01,Electronics,366,662.0,False,296.0
S002,P0005,2024-01-08,Electronics,542,716.0,False,174.0
S002,P0005,2024-01-15,Electronics,707,862.0,False,155.0
S002,P0005,2024-01-22,Electronics,735,643.0,False,92.0
S002,P0006,2023-12-18,Clothing,591,740.0,False,149.0
S002,P0006,2023-12-25,Clothing,606,675.0,False,69.0
S002,P0006,2024-01-01,Clothing,646,826.0,False,180.0
S002,P0006,2024-01-08,Clothing,655,664.0,False,9.0
S002,P0006,2024-01-15,Clothing,460,630.0,False,170.0
S002,P0006,2024-01-22,Clothing,803,557.0,False,246.0
S002,P0007,2023-12-18,Toys,648,816.0,False,168.0
S002,P0007,2023-12-25,Toys,225,786.0,False,561.0
S002,P0007,2024-01-01,Toys,279,708.0,False,429.0
S002,P0007,2024-01-08,Toys,399,636.0,False,237.0
S002,P0007,2024-01-15,Toys,558,469.0,False,89.0
S002,P0007,2024-01-22,Toys,656,777.0,False,121.0
S002,P0008,2023-12-18,Groceries,742,560.0,False,182.0
S002,P0008,2023-12-25,Groceries,678,555.0,False,123.0
S002,P0008,2024-01-01,Groceries,450,809.0,False,359.0
S002,P0008,2024-01-08,Groceries,615,621.0,False,6.0
S002,P0008,2024-01-15,Groceries,620,658.0,False,38.0
S002,P0008,2024-01-22,Groceries,726,636.0,False,90.0
S002,P0009,2023-12-18,Groceries,649,797.0,False,148.0
S002,P0009,2023-12-25,Groceries,690,660.0,False,30.0
S002,P0009,2024-01-01,Groceries,547,744.0,False,197.0
S002,P0009,2024-01-08,Groceries,765,599.0,False,166.0
S002,P0009,2024-01-15,Groceries,813,872.0,False,59.0
S002,P0009,2024-01-22,Groceries,863,837.0,False,26.0
S002,P0010,2023-12-18,Groceries,878,733.0,False,145.0
S002,P0010,2023-12-25,Groceries,621,698.0,False,77.0
S002,P0010,2024-01-01,Groceries,569,738.0,False,169.0
S002,P0010,2024-01-08,Groceries,802,598.0,False,204.0
S002,P0010,2024-01-15,Groceries,753,625.0,False,128.0
S002,P0010,2024-01-22,Groceries,720,809.0,False,89.0
S002,P0011,2023-12-18,Groceries,752,647.0,False,105.0
S002,P0011,2023-12-25,Groceries,590,764.0,False,174.0
S002,P0011,2024-01-01,Groceries,677,633.0,False,44.0
S002,P0011,2024-01-08,Groceries,682,772.0,False,90.0
S002,P0011,2024-01-15,Groceries,790,1049.0,False,259.0
S002,P0011,2024-01-22,Groceries,615,644.0,False,29.0
S002,P0012,2023-12-18,Electronics,648,701.0,False,53.0
S002,P0012,2023-12-25,Electronics,301,538.0,False,237.0
S002,P0012,2024-01-01,Electronics,277,602.0,False,325.0
S002,P0012,2024-01-08,Electronics,635,795.0,False,160.0
S002,P0012,2024-01-15,Electronics,451,631.0,False,180.0
S002,P0012,2024-01-22,Electronics,603,565.0,False,38.0
S002,P0013,2023-12-18,Groceries,629,725.0,False,96.0
S002,P0013,2023-12-25,Groceries,435,709.0,False,274.0
S002,P0013,2024-01-01,Groceries,541,807.0,False,266.0
S002,P0013,2024-01-08,Groceries,599,922.0,False,323.0
S002,P0013,2024-01-15,Groceries,691,695.0,False,4.0
S002,P0013,2024-01-22,Groceries,767,636.0,False,131.0
S002,P0014,2023-12-18,Electronics,686,749.0,False,63.0
S002,P0014,2023-12-25,Electronics,462,833.0,False,371.0
S002,P0014,2024-01-01,Electronics,341,646.0,False,305.0
S002,P0014,2024-01-08,Electronics,470,650.0,False,180.0
S002,P0014,2024-01-15,Electronics,678,697.0,False,19.0
S002,P0014,2024-01-22,Electronics,503,640.0,False,137.0
S002,P0015,2023-12-18,Clothing,551,714.0,False,163.0
S002,P0015,2023-12-25,Clothing,763,854.0,False,91.0
S002,P0015,2024-01-01,Clothing,962,798.0,False,164.0
S002,P0015,2024-01-08,Clothing,728,964.0,False,236.0
S002,P0015,2024-01-15,Clothing,843,703.0,False,140.0
S002,P0015,2024-01-22,Clothing,919,708.0,False,211.0
S002,P0016,2023-12-18,Clothing,747,767.0,False,20.0
S002,P0016,2023-12-25,Clothing,696,714.0,False,18.0
S002,P0016,2024-01-01,Clothing,661,606.0,False,55.0
S002,P0016,2024-01-08,Clothing,889,720.0,False,169.0
S002,P0016,2024-01-15,Clothing,718,933.0,False,215.0
S002,P0016,2024-01-22,Clothing,625,864.0,False,239.0
S002,P0017,2023-12-18,Toys,633,762.0,False,129.0
S002,P0017,2023-12-25,Toys,309,615.0,False,306.0
S002,P0017,2024-01-01,Toys,103,784.0,False,681.0
S002,P0017,2024-01-08,Toys,505,684.0,False,179.0
S002,P0017,2024-01-15,Toys,737,547.0,False,190.0
S002,P0017,2024-01-22,Toys,533,502.0,False,31.0
S002,P0018,2023-12-18,Clothing,648,612.0,False,36.0
S002,P0018,2023-12-25,Clothing,616,627.0,False,11.0
S002,P0018,2024-01-01,Clothing,718,713.0,False,5.0
S002,P0018,2024-01-08,Clothing,562,690.0,False,128.0
S002,P0018,2024-01-15,Clothing,480,681.0,False,201.0
S002,P0018,2024-01-22,Clothing,609,524.0,False,85.0
S002,P0019,2023-12-18,Clothing,589,671.0,False,82.0
S002,P0019,2023-12-25,Clothing,817,718.0,False,99.0
S002,P0019,2024-01-01,Clothing,746,800.0,False,54.0
S002,P0019,2024-01-08,Clothing,784,756.0,False,28.0
S002,P0019,2024-01-15,Clothing,462,812.0,False,350.0
S002,P0019,2024-01-22,Clothing,853,991.0,False,138.0
S002,P0020,2023-12-18,Furniture,601,532.0,False,69.0
S002,P0020,2023-12-25,Furniture,403,392.0,False,11.0
S002,P0020,2024-01-01,Furniture,242,450.0,False,208.0
S002,P0020,2024-01-08,Furniture,426,470.0,False,44.0
S002,P0020,2024-01-15,Furniture,404,493.0,False,89.0
S002,P0020,2024-01-22,Furniture,557,507.0,False,50.0
S003,P0001,2023-12-18,Toys,680,696.0,False,16.0
S003,P0001,2023-12-25,Toys,377,552.0,False,175.0
S003,P0001,2024-01-01,Toys,226,656.0,False,430.0
S003,P0001,2024-01-08,Toys,718,680.0,False,38.0
S003,P0001,2024-01-15,Toys,483,546.0,False,63.0
S003,P0001,2024-01-22,Toys,612,676.0,False,64.0
S003,P0002,2023-12-18,Groceries,979,682.0,False,297.0
S003,P0002,2023-12-25,Groceries,405,747.0,False,342.0
S003,P0002,2024-01-01,Groceries,474,943.0,False,469.0
S003,P0002,2024-01-08,Groceries,683,858.0,False,175.0
S003,P0002,2024-01-15,Groceries,551,712.0,False,161.0
S003,P0002,2024-01-22,Groceries,584,697.0,False,113.0
S003,P0003,2023-12-18,Electronics,672,721.0,False,49.0
S003,P0003,2023-12-25,Electronics,516,775.0,False,259.0
S003,P0003,2024-01-01,Electronics,338,595.0,False,257.0
S003,P0003,2024-01-08,Electronics,543,730.0,False,187.0
S003,P0003,2024-01-15,Electronics,422,724.0,False,302.0
S003,P0003,2024-01-22,Electronics,720,655.0,False,65.0
S003,P0004,2023-12-18,Groceries,930,797.0,False,133.0
S003,P0004,2023-12-25,Groceries,542,706.0,False,164.0
S003,P0004,2024-01-01,Groceries,532,674.0,False,142.0
S003,P0004,2024-01-08,Groceries,703,598.0,False,105.0
S003,P0004,2024-01-15,Groceries,681,638.0,False,43.0
S003,P0004,2024-01-22,Groceries,798,658.0,False,140.0
S003,P0005,2023-12-18,Toys,493,609.0,False,116.0
S003,P0005,2023-12-25,Toys,295,684.0,False,389.0
S003,P0005,2024-01-01,Toys,188,527.0,False,339.0
S003,P0005,2024-01-08,Toys,535,699.0,False,164.0
S003,P0005,2024-01-15,Toys,668,690.0,False,22.0
S003,P0005,2024-01-22,Toys,600,484.0,False,116.0
S003,P0006,2023-12-18,Toys,589,588.0,False,1.0
S003,P0006,2023-12-25,Toys,249,609.0,False,360.0
S003,P0006,2024-01-01,Toys,233,656.0,False,423.0
S003,P0006,2024-01-08,Toys,482,586.0,False,104.0
S003,P0006,2024-01-15,Toys,501,698.0,False,197.0
S003,P0006,2024-01-22,Toys,689,498.0,False,191.0
S003,P0007,2023-12-18,Groceries,762,893.0,False,131.0
S003,P0007,2023-12-25,Groceries,509,848.0,False,339.0
S003,P0007,2024-01-01,Groceries,381,777.0,False,396.0
S003,P0007,2024-01-08,Groceries,782,1005.0,False,223.0
S003,P0007,2024-01-15,Groceries,779,681.0,False,98.0
S003,P0007,2024-01-22,Groceries,547,691.0,False,144.0
S003,P0008,2023-12-18,Clothing,889,675.0,False,214.0
S003,P0008,2023-12-25,Clothing,711,676.0,False,35.0
S003,P0008,2024-01-01,Clothing,740,799.0,False,59.0
S003,P0008,2024-01-08,Clothing,799,838.0,False,39.0
S003,P0008,2024-01-15,Clothing,725,713.0,False,12.0
S003,P0008,2024-01-22,Clothing,826,590.0,False,236.0
S003,P0009,2023-12-18,Groceries,671,575.0,False,96.0
S003,P0009,2023-12-25,Groceries,442,479.0,False,37.0
S003,P0009,2024-01-01,Groceries,340,846.0,False,506.0
S003,P0009,2024-01-08,Groceries,498,727.0,False,229.0
S003,P0009,2024-01-15,Groceries,608,713.0,False,105.0
S003,P0009,2024-01-22,Groceries,812,563.0,False,249.0
S003,P0010,2023-12-18,Groceries,688,752.0,False,64.0
S003,P0010,2023-12-25,Groceries,528,787.0,False,259.0
S003,P0010,2024-01-01,Groceries,489,708.0,False,219.0
S003,P0010,2024-01-08,Groceries,734,703.0,False,31.0
S003,P0010,2024-01-15,Groceries,574,746.0,False,172.0
S003,P0010,2024-01-22,Groceries,586,649.0,False,63.0
S003,P0011,2023-12-18,Electronics,711,759.0,False,48.0
S003,P0011,2023-12-25,Electronics,451,701.0,False,250.0
S003,P0011,2024-01-01,Electronics,383,735.0,False,352.0
S003,P0011,2024-01-08,Electronics,407,752.0,False,345.0
S003,P0011,2024-01-15,Electronics,536,799.0,False,263.0
S003,P0011,2024-01-22,Electronics,667,553.0,False,114.0
S003,P0012,2023-12-18,Furniture,426,511.0,False,85.0
S003,P0012,2023-12-25,Furniture,292,494.0,False,202.0
S003,P0012,2024-01-01,Furniture,214,461.0,False,247.0
S003,P0012,2024-01-08,Furniture,476,568.0,False,92.0
S003,P0012,2024-01-15,Furniture,517,515.0,False,2.0
S003,P0012,2024-01-22,Furniture,624,423.0,False,201.0
S003,P0013,2023-12-18,Groceries,651,697.0,False,46.0
S003,P0013,2023-12-25,Groceries,596,638.0,False,42.0
S003,P0013,2024-01-01,Groceries,487,747.0,False,260.0
S003,P0013,2024-01-08,Groceries,589,633.0,False,44.0
S003,P0013,2024-01-15,Groceries,926,798.0,False,128.0
S003,P0013,2024-01-22,Groceries,500,550.0,False,50.0
S003,P0014,2023-12-18,Groceries,966,558.0,False,408.0
S003,P0014,2023-12-25,Groceries,479,695.0,False,216.0
S003,P0014,2024-01-01,Groceries,668,679.0,False,11.0
S003,P0014,2024-01-08,Groceries,687,718.0,False,31.0
S003,P0014,2024-01-15,Groceries,890,666.0,False,224.0
S003,P0014,2024-01-22,Groceries,683,619.0,False,64.0
S003,P0015,2023-12-18,Groceries,535,780.0,False,245.0
S003,P0015,2023-12-25,Groceries,606,933.0,False,327.0
S003,P0015,2024-01-01,Groceries,382,649.0,False,267.0
S003,P0015,2024-01-08,Groceries,699,790.0,False,91.0
S003,P0015,2024-01-15,Groceries,754,687.0,False,67.0
S003,P0015,2024-01-22,Groceries,993,538.0,False,455.0
S003,P0016,2023-12-18,Electronics,663,689.0,False,26.0
S003,P0016,2023-12-25,Electronics,589,678.0,False,89.0
S003,P0016,2024-01-01,Electronics,321,622.0,False,301.0
S003,P0016,2024-01-08,Electronics,655,661.0,False,6.0
S003,P0016,2024-01-15,Electronics,662,799.0,False,137.0
S003,P0016,2024-01-22,Electronics,658,714.0,False,56.0
S003,P0017,2023-12-18,Furniture,546,412.0,False,134.0
S003,P0017,2023-12-25,Furniture,312,525.0,False,213.0
S003,P0017,2024-01-01,Furniture,145,537.0,False,392.0
S003,P0017,2024-01-08,Furniture,362,515.0,False,153.0
S003,P0017,2024-01-15,Furniture,549,406.0,False,143.0
S003,P0017,2024-01-22,Furniture,574,455.0,False,119.0
S003,P0018,2023-12-18,Furniture,498,445.0,False,53.0
S003,P0018,2023-12-25,Furniture,272,520.0,False,248.0
S003,P0018,2024-01-01,Furniture,263,580.0,False,317.0
S003,P0018,2024-01-08,Furniture,358,630.0,False,272.0
S003,P0018,2024-01-15,Furniture,523,351.0,False,172.0
S003,P0018,2024-01-22,Furniture,432,448.0,False,16.0
S003,P0019,2023-12-18,Groceries,500,681.0,False,181.0
S003,P0019,2023-12-25,Groceries,569,788.0,False,219.0
S003,P0019,2024-01-01,Groceries,486,577.0,False,91.0
S003,P0019,2024-01-08,Groceries,650,887.0,False,237.0
S003,P0019,2024-01-15,Groceries,834,697.0,False,137.0
S003,P0019,2024-01-22,Groceries,754,757.0,False,3.0
S003,P0020,2023-12-18,Clothing,1122,845.0,False,277.0
S003,P0020,2023-12-25,Clothing,828,839.0,False,11.0
S003,P0020,2024-01-01,Clothing,801,507.0,False,294.0
S003,P0020,2024-01-08,Clothing,801,941.0,False,140.0
S003,P0020,2024-01-15,Clothing,637,622.0,False,15.0
S003,P0020,2024-01-22,Clothing,842,574.0,False,268.0
S004,P0001,2023-12-18,Groceries,866,907.0,False,41.0
S004,P0001,2023-12-25,Groceries,520,986.0,False,466.0
S004,P0001,2024-01-01,Groceries,511,678.0,False,167.0
S004,P0001,2024-01-08,Groceries,690,648.0,False,42.0
S004,P0001,2024-01-15,Groceries,599,789.0,False,190.0
S004,P0001,2024-01-22,Groceries,800,709.0,False,91.0
S004,P0002,2023-12-18,Groceries,843,571.0,False,272.0
S004,P0002,2023-12-25,Groceries,532,581.0,False,49.0
S004,P0002,2024-01-01,Groceries,476,568.0,False,92.0
S004,P0002,2024-01-08,Groceries,580,599.0,False,19.0
S004,P0002,2024-01-15,Groceries,357,582.0,False,225.0
S004,P0002,2024-01-22,Groceries,643,695.0,False,52.0
S004,P0003,2023-12-18,Furniture,528,526.0,False,2.0
S004,P0003,2023-12-25,Furniture,260,466.0,False,206.0
S004,P0003,2024-01-01,Furniture,261,706.0,False,445.0
S004,P0003,2024-01-08,Furniture,436,560.0,False,124.0
S004,P0003,2024-01-15,Furniture,372,432.0,False,60.0
S004,P0003,2024-01-22,Furniture,653,493.0,False,160.0
S004,P0004,2023-12-18,Groceries,602,952.0,False,350.0
S004,P0004,2023-12-25,Groceries,621,947.0,False,326.0
S004,P0004,2024-01-01,Groceries,509,1178.0,False,669.0
S004,P0004,2024-01-08,Groceries,856,753.0,False,103.0
S004,P0004,2024-01-15,Groceries,889,801.0,False,88.0
S004,P0004,2024-01-22,Groceries,887,555.0,False,332.0
S004,P0005,2023-12-18,Clothing,646,834.0,False,188.0
S004,P0005,2023-12-25,Clothing,754,769.0,False,15.0
S004,P0005,2024-01-01,Clothing,795,960.0,False,165.0
S004,P0005,2024-01-08,Clothing,558,895.0,False,337.0
S004,P0005,2024-01-15,Clothing,773,780.0,False,7.0
S004,P0005,2024-01-22,Clothing,625,806.0,False,181.0
S004,P0006,2023-12-18,Groceries,599,685.0,False,86.0
S004,P0006,2023-12-25,Groceries,456,905.0,False,449.0
S004,P0006,2024-01-01,Groceries,426,697.0,False,271.0
S004,P0006,2024-01-08,Groceries,638,672.0,False,34.0
S004,P0006,2024-01-15,Groceries,420,979.0,False,559.0
S004,P0006,2024-01-22,Groceries,915,712.0,False,203.0
S004,P0007,2023-12-18,Groceries,828,819.0,False,9.0
S004,P0007,2023-12-25,Groceries,574,518.0,False,56.0
S004,P0007,2024-01-01,Groceries,408,911.0,False,503.0
S004,P0007,2024-01-08,Groceries,753,796.0,False,43.0
S004,P0007,2024-01-15,Groceries,588,858.0,False,270.0
S004,P0007,2024-01-22,Groceries,537,661.0,False,124.0
S004,P0008,2023-12-18,Furniture,548,482.0,False,66.0
S004,P0008,2023-12-25,Furniture,288,456.0,False,168.0
S004,P0008,2024-01-01,Furniture,217,615.0,False,398.0
S004,P0008,2024-01-08,Furniture,398,530.0,False,132.0
S004,P0008,2024-01-15,Furniture,577,439.0,False,138.0
S004,P0008,2024-01-22,Furniture,496,408.0,False,88.0
S004,P0009,2023-12-18,Clothing,600,895.0,False,295.0
S004,P0009,2023-12-25,Clothing,682,779.0,False,97.0
S004,P0009,2024-01-01,Clothing,767,788.0,False,21.0
S004,P0009,2024-01-08,Clothing,730,644.0,False,86.0
S004,P0009,2024-01-15,Clothing,643,749.0,False,106.0
S004,P0009,2024-01-22,Clothing,832,654.0,False,178.0
S004,P0010,2023-12-18,Groceries,851,918.0,False,67.0
S004,P0010,2023-12-25,Groceries,691,593.0,False,98.0
S004,P0010,2024-01-01,Groceries,665,779.0,False,114.0
S004,P0010,2024-01-08,Groceries,639,797.0,False,158.0
S004,P0010,2024-01-15,Groceries,845,706.0,False,139.0
S004,P0010,2024-01-22,Groceries,760,894.0,False,134.0
S004,P0011,2023-12-18,Clothing,715,678.0,False,37.0
S004,P0011,2023-12-25,Clothing,781,725.0,False,56.0
S004,P0011,2024-01-01,Clothing,922,713.0,False,209.0
S004,P0011,2024-01-08,Clothing,849,539.0,False,310.0
S004,P0011,2024-01-15,Clothing,703,817.0,False,114.0
S004,P0011,2024-01-22,Clothing,656,675.0,False,19.0
S004,P0012,2023-12-18,Electronics,541,580.0,False,39.0
S004,P0012,2023-12-25,Electronics,398,579.0,False,181.0
S004,P0012,2024-01-01,Electronics,365,689.0,False,324.0
S004,P0012,2024-01-08,Electronics,589,458.0,False,131.0
S004,P0012,2024-01-15,Electronics,562,582.0,False,20.0
S004,P0012,2024-01-22,Electronics,483,528.0,False,45.0
S004,P0013,2023-12-18,Groceries,863,1038.0,False,175.0
S004,P0013,2023-12-25,Groceries,392,920.0,False,528.0
S004,P0013,2024-01-01,Groceries,593,890.0,False,297.0
S004,P0013,2024-01-08,Groceries,573,891.0,False,318.0
S004,P0013,2024-01-15,Groceries,622,791.0,False,169.0
S004,P0013,2024-01-22,Groceries,1031,466.0,False,565.0
S004,P0014,2023-12-18,Furniture,535,407.0,False,128.0
S004,P0014,2023-12-25,Furniture,163,443.0,False,280.0
S004,P0014,2024-01-01,Furniture,292,498.0,False,206.0
S004,P0014,2024-01-08,Furniture,490,573.0,False,83.0
S004,P0014,2024-01-15,Furniture,573,554.0,False,19.0
S004,P0014,2024-01-22,Furniture,540,359.0,False,181.0
S004,P0015,2023-12-18,Furniture,439,457.0,False,18.0
S004,P0015,2023-12-25,Furniture,338,566.0,False,228.0
S004,P0015,2024-01-01,Furniture,192,527.0,False,335.0
S004,P0015,2024-01-08,Furniture,484,503.0,False,19.0
S004,P0015,2024-01-15,Furniture,445,570.0,False,125.0
S004,P0015,2024-01-22,Furniture,589,444.0,False,145.0
