store_id,product_id,week,units_sold,demand,price,discount_planned_UNVERIFIED,promotion_share_planned_UNVERIFIED,epidemic_share_realized_DO_NOT_USE_AS_FEATURE,category,region,month,quarter,seasonality,naive_seasonal_lag52,naive_lag1,baseline_forecast,baseline_used_fallback,lag_1,lag_2,lag_4,lag_52,roll_mean_4,roll_mean_8,roll_std_4,month_sin,month_cos,epidemic_share_lag1,promotion_share_lag1,discount_lag1
S001,P0001,2022-04-11,795,911,74.90142857142857,8.571428571428571,0.42857142857142855,0.0,Electronics,North,4,2,Spring,,547.0,547.0,True,547.0,656.0,767.0,,643.0,670.5,93.88290579226869,0.8660254037844387,-0.4999999999999998,0.0,0.14285714285714285,8.571428571428571
S001,P0001,2022-04-18,454,526,64.47714285714287,5.714285714285714,0.2857142857142857,0.2857142857142857,Electronics,North,4,2,Spring,,795.0,795.0,True,795.0,547.0,602.0,,650.0,684.0,106.41741712082033,0.8660254037844387,-0.4999999999999998,0.0,0.42857142857142855,8.571428571428571
S001,P0001,2022-04-25,354,385,58.49857142857143,8.571428571428571,0.42857142857142855,1.0,Electronics,North,4,2,Spring,,454.0,454.0,True,454.0,795.0,656.0,,613.0,639.25,146.75376201878663,0.8660254037844387,-0.4999999999999998,0.2857142857142857,0.2857142857142857,5.714285714285714
S001,P0001,2022-05-02,345,362,59.99285714285714,5.714285714285714,0.14285714285714285,1.0,Electronics,North,5,2,Spring,,354.0,354.0,True,354.0,454.0,547.0,,537.5,594.75,188.89238558854967,0.49999999999999994,-0.8660254037844387,1.0,0.42857142857142855,8.571428571428571
S001,P0001,2022-05-09,304,391,56.785714285714285,11.428571428571429,0.42857142857142855,1.0,Electronics,North,5,2,Spring,,345.0,345.0,True,345.0,354.0,795.0,,487.0,565.0,211.19185590358356,0.49999999999999994,-0.8660254037844387,1.0,0.14285714285714285,5.714285714285714
S001,P0001,2022-05-16,451,487,60.13857142857143,11.428571428571429,0.5714285714285714,1.0,Electronics,North,5,2,Spring,,304.0,304.0,True,304.0,345.0,454.0,,364.25,507.125,63.667757407759616,0.49999999999999994,-0.8660254037844387,1.0,0.42857142857142855,11.428571428571429
S001,P0001,2022-05-23,406,507,62.67,7.857142857142857,0.14285714285714285,0.42857142857142855,Electronics,North,5,2,Spring,,451.0,451.0,True,451.0,304.0,354.0,,363.5,488.25,62.260206659898984,0.49999999999999994,-0.8660254037844387,1.0,0.5714285714285714,11.428571428571429
S001,P0001,2022-05-30,500,656,66.85571428571428,8.571428571428571,0.2857142857142857,0.0,Electronics,North,5,2,Spring,,406.0,406.0,True,406.0,451.0,345.0,,376.5,457.0,64.98461356351976,0.49999999999999994,-0.8660254037844387,0.42857142857142855,0.14285714285714285,7.857142857142857
S001,P0001,2022-06-06,675,791,71.86,8.571428571428571,0.2857142857142857,0.0,Electronics,North,6,2,Summer,,500.0,500.0,True,500.0,406.0,304.0,,415.25,451.125,83.51197518919065,1.2246467991473532e-16,-1.0,0.0,0.2857142857142857,8.571428571428571
S001,P0001,2022-06-13,658,699,69.14857142857143,6.428571428571429,0.42857142857142855,0.0,Electronics,North,6,2,Summer,,675.0,675.0,True,675.0,500.0,451.0,,508.0,436.125,117.76530332261137,1.2246467991473532e-16,-1.0,0.0,0.2857142857142857,8.571428571428571
S001,P0001,2022-06-20,526,629,65.18857142857142,10.0,0.2857142857142857,0.0,Electronics,North,6,2,Summer,,658.0,658.0,True,658.0,675.0,406.0,,559.75,461.625,129.28618126724396,1.2246467991473532e-16,-1.0,0.0,0.42857142857142855,6.428571428571429
S001,P0001,2022-06-27,344,391,57.151428571428575,9.285714285714286,0.14285714285714285,0.7142857142857143,Electronics,North,6,2,Summer,,526.0,526.0,True,526.0,658.0,500.0,,589.75,483.125,89.52606696748529,1.2246467991473532e-16,-1.0,0.0,0.2857142857142857,10.0
S001,P0001,2022-07-04,244,304,56.91428571428571,7.142857142857143,0.14285714285714285,1.0,Electronics,North,7,3,Summer,,344.0,344.0,True,344.0,526.0,675.0,,550.75,483.0,153.07813908807051,-0.4999999999999997,-0.8660254037844388,0.7142857142857143,0.14285714285714285,9.285714285714286
S001,P0001,2022-07-11,284,359,54.712857142857146,12.142857142857142,0.7142857142857143,1.0,Electronics,North,7,3,Summer,,244.0,244.0,True,244.0,344.0,658.0,,443.0,475.5,184.8567012580285,-0.4999999999999997,-0.8660254037844388,1.0,0.14285714285714285,7.142857142857143
S001,P0001,2022-07-18,377,470,61.02428571428572,6.428571428571429,0.42857142857142855,1.0,Electronics,North,7,3,Summer,,284.0,284.0,True,284.0,244.0,526.0,,349.5,454.625,124.63680569291449,-0.4999999999999997,-0.8660254037844388,1.0,0.7142857142857143,12.142857142857142
S001,P0001,2022-07-25,634,717,70.28,5.0,0.14285714285714285,0.0,Electronics,North,7,3,Summer,,377.0,377.0,True,377.0,284.0,344.0,,312.25,451.0,59.60075502877452,-0.4999999999999997,-0.8660254037844388,1.0,0.42857142857142855,6.428571428571429
S001,P0001,2022-08-01,647,658,69.86285714285714,5.714285714285714,0.14285714285714285,0.0,Electronics,North,8,3,Summer,,634.0,634.0,True,634.0,377.0,244.0,,384.75,467.75,175.2586184281199,-0.8660254037844384,-0.5000000000000004,0.0,0.14285714285714285,5.0
S001,P0001,2022-08-08,532,651,67.08,7.142857142857143,0.2857142857142857,0.0,Electronics,North,8,3,Summer,,647.0,647.0,True,647.0,634.0,284.0,,485.5,464.25,183.0382473692315,-0.8660254037844384,-0.5000000000000004,0.0,0.14285714285714285,5.714285714285714
S001,P0001,2022-08-15,624,746,71.44285714285715,7.142857142857143,0.42857142857142855,0.0,Electronics,North,8,3,Summer,,532.0,532.0,True,532.0,647.0,377.0,,547.5,448.5,124.75709732649811,-0.8660254037844384,-0.5000000000000004,0.0,0.2857142857142857,7.142857142857143
S001,P0001,2022-08-22,653,714,66.01571428571428,13.571428571428571,0.5714285714285714,0.0,Electronics,North,8,3,Summer,,624.0,624.0,True,624.0,532.0,634.0,,609.25,460.75,52.35376458925042,-0.8660254037844384,-0.5000000000000004,0.0,0.42857142857142855,7.142857142857143
S001,P0001,2022-08-29,590,637,69.80285714285715,5.0,0.0,0.0,Electronics,North,8,3,Summer,,653.0,653.0,True,653.0,624.0,647.0,,614.0,499.375,56.07732756352295,-0.8660254037844384,-0.5000000000000004,0.0,0.5714285714285714,13.571428571428571
S001,P0001,2022-09-05,574,680,66.33428571428571,10.714285714285714,0.42857142857142855,0.0,Electronics,North,9,3,Autumn,,590.0,590.0,True,590.0,653.0,532.0,,599.75,542.625,51.989582289788125,-1.0,-1.8369701987210297e-16,0.0,0.0,5.0
S001,P0001,2022-09-12,700,795,70.87571428571428,9.285714285714286,0.2857142857142857,0.0,Electronics,North,9,3,Autumn,,574.0,574.0,True,574.0,590.0,624.0,,610.25,578.875,35.311707218239256,-1.0,-1.8369701987210297e-16,0.0,0.42857142857142855,10.714285714285714
S001,P0001,2022-09-19,605,689,66.32714285714286,11.428571428571429,0.5714285714285714,0.0,Electronics,North,9,3,Autumn,,700.0,700.0,True,700.0,574.0,653.0,,629.25,619.25,58.20294952434384,-1.0,-1.8369701987210297e-16,0.0,0.2857142857142857,9.285714285714286
S001,P0001,2022-09-26,513,683,68.36714285714285,7.142857142857143,0.2857142857142857,0.0,Electronics,North,9,3,Autumn,,605.0,605.0,True,605.0,700.0,590.0,,617.25,615.625,56.6002061244773,-1.0,-1.8369701987210297e-16,0.0,0.5714285714285714,11.428571428571429
S001,P0001,2022-10-03,592,670,66.53857142857143,10.0,0.5714285714285714,0.0,Electronics,North,10,4,Autumn,,513.0,513.0,True,513.0,605.0,574.0,,598.0,598.875,78.00427338721035,-0.8660254037844386,0.5000000000000001,0.0,0.2857142857142857,7.142857142857143
S001,P0001,2022-10-10,531,578,64.17857142857143,8.571428571428571,0.2857142857142857,0.0,Electronics,North,10,4,Autumn,,592.0,592.0,True,592.0,513.0,700.0,,602.5,606.375,76.66594202556082,-0.8660254037844386,0.5000000000000001,0.0,0.5714285714285714,10.0
S001,P0001,2022-10-17,562,714,69.49142857142857,7.142857142857143,0.14285714285714285,0.0,Electronics,North,10,4,Autumn,,531.0,531.0,True,531.0,592.0,605.0,,560.25,594.75,45.087877158573924,-0.8660254037844386,0.5000000000000001,0.0,0.2857142857142857,8.571428571428571
S001,P0001,2022-10-24,636,683,67.37571428571428,8.571428571428571,0.2857142857142857,0.0,Electronics,North,10,4,Autumn,,562.0,562.0,True,562.0,531.0,513.0,,549.5,583.375,34.818577416852044,-0.8660254037844386,0.5000000000000001,0.0,0.14285714285714285,7.142857142857143
S001,P0001,2022-10-31,703,753,73.77857142857144,5.714285714285714,0.2857142857142857,0.0,Electronics,North,10,4,Autumn,,636.0,636.0,True,636.0,562.0,592.0,,580.25,589.125,44.739058252642295,-0.8660254037844386,0.5000000000000001,0.0,0.2857142857142857,8.571428571428571
S001,P0001,2022-11-07,582,701,60.722857142857144,18.571428571428573,0.7142857142857143,0.0,Electronics,North,11,4,Autumn,,703.0,703.0,True,703.0,636.0,531.0,,608.0,605.25,77.14488533488996,-0.5000000000000004,0.8660254037844384,0.0,0.2857142857142857,5.714285714285714
S001,P0001,2022-11-14,550,686,68.96142857142857,6.428571428571429,0.2857142857142857,0.0,Electronics,North,11,4,Autumn,,582.0,582.0,True,582.0,703.0,562.0,,620.75,590.5,63.11563461879569,-0.5000000000000004,0.8660254037844384,0.0,0.7142857142857143,18.571428571428573
S001,P0001,2022-11-21,547,655,66.58285714285714,7.142857142857143,0.14285714285714285,0.0,Electronics,North,11,4,Autumn,,550.0,550.0,True,550.0,582.0,636.0,,617.75,583.625,67.00435309241722,-0.5000000000000004,0.8660254037844384,0.0,0.2857142857142857,6.428571428571429
S001,P0001,2022-11-28,339,392,62.78142857142858,3.5714285714285716,0.0,0.0,Electronics,North,11,4,Autumn,,547.0,547.0,True,547.0,550.0,703.0,,595.5,587.875,73.39618518696994,-0.5000000000000004,0.8660254037844384,0.0,0.14285714285714285,7.142857142857143
S001,P0001,2022-12-05,641,803,69.25714285714285,12.142857142857142,0.5714285714285714,0.0,Electronics,North,12,4,Winter,,339.0,339.0,True,339.0,547.0,582.0,,504.5,556.25,111.46449359923238,-2.4492935982947064e-16,1.0,0.0,0.0,3.5714285714285716
S001,P0001,2022-12-12,618,675,70.29571428571428,5.714285714285714,0.2857142857142857,0.0,Electronics,North,12,4,Winter,,641.0,641.0,True,641.0,339.0,550.0,,519.25,570.0,127.83941749971584,-2.4492935982947064e-16,1.0,0.0,0.5714285714285714,12.142857142857142
S001,P0001,2022-12-19,670,765,69.73142857142857,10.0,0.42857142857142855,0.0,Electronics,North,12,4,Winter,,618.0,618.0,True,618.0,641.0,547.0,,536.25,577.0,137.45150660020664,-2.4492935982947064e-16,1.0,0.0,0.2857142857142857,5.714285714285714
S001,P0001,2022-12-26,783,811,71.7,8.571428571428571,0.14285714285714285,0.0,Electronics,North,12,4,Winter,,670.0,670.0,True,670.0,618.0,339.0,,567.0,581.25,153.48181216895588,-2.4492935982947064e-16,1.0,0.0,0.42857142857142855,10.0
S001,P0001,2023-01-02,577,781,71.83,7.857142857142857,0.42857142857142855,0.0,Electronics,North,1,1,Winter,656.0,783.0,656.0,False,783.0,670.0,641.0,656.0,678.0,591.25,73.16192087873755,0.49999999999999994,0.8660254037844387,0.0,0.14285714285714285,8.571428571428571
S001,P0001,2023-01-09,605,669,66.11,10.0,0.2857142857142857,0.0,Electronics,North,1,1,Winter,582.0,577.0,582.0,False,577.0,783.0,618.0,582.0,662.0,590.625,89.1926753345437,0.49999999999999994,0.8660254037844387,0.0,0.42857142857142855,7.857142857142857
S001,P0001,2023-01-16,624,701,67.77,8.571428571428571,0.2857142857142857,0.0,Electronics,North,1,1,Winter,585.0,605.0,585.0,False,605.0,577.0,670.0,585.0,658.75,597.5,91.53642262327413,0.49999999999999994,0.8660254037844387,0.0,0.2857142857142857,10.0
S001,P0001,2023-01-23,592,666,64.46571428571428,12.142857142857142,0.42857142857142855,0.14285714285714285,Electronics,North,1,1,Winter,667.0,624.0,667.0,False,624.0,605.0,783.0,667.0,647.25,607.125,92.53602901933199,0.49999999999999994,0.8660254037844387,0.0,0.2857142857142857,8.571428571428571
S001,P0001,2023-01-30,286,337,56.18142857142857,7.857142857142857,0.14285714285714285,1.0,Electronics,North,1,1,Winter,562.0,592.0,562.0,False,592.0,624.0,577.0,562.0,599.5,638.75,19.941581348194333,0.49999999999999994,0.8660254037844387,0.14285714285714285,0.42857142857142855,12.142857142857142
S001,P0001,2023-02-06,364,410,54.885714285714286,15.0,0.42857142857142855,1.0,Electronics,North,2,1,Winter,584.0,286.0,584.0,False,286.0,592.0,605.0,584.0,526.75,594.375,161.03700402909467,0.8660254037844386,0.5000000000000001,1.0,0.14285714285714285,7.857142857142857
S001,P0001,2023-02-13,432,430,58.207142857142856,9.285714285714286,0.42857142857142855,1.0,Electronics,North,2,1,Winter,687.0,364.0,687.0,False,364.0,286.0,624.0,687.0,466.5,562.625,166.97604618627184,0.8660254037844386,0.5000000000000001,1.0,0.42857142857142855,15.0
S001,P0001,2023-02-20,599,593,62.69714285714286,12.142857142857142,0.42857142857142855,1.0,Electronics,North,2,1,Winter,812.0,432.0,812.0,False,432.0,364.0,592.0,812.0,418.5,532.875,130.14222988715073,0.8660254037844386,0.5000000000000001,1.0,0.42857142857142855,9.285714285714286
S001,P0001,2023-02-27,529,658,65.99571428571429,7.857142857142857,0.42857142857142855,0.2857142857142857,Electronics,North,2,1,Winter,710.0,599.0,710.0,False,599.0,432.0,286.0,710.0,420.25,509.875,133.2625853969022,0.8660254037844386,0.5000000000000001,1.0,0.42857142857142855,12.142857142857142
S001,P0001,2023-03-06,572,720,70.42999999999999,6.428571428571429,0.14285714285714285,0.0,Electronics,North,3,1,Spring,583.0,529.0,583.0,False,529.0,599.0,364.0,583.0,481.0,503.875,103.79145758041294,1.0,6.123233995736766e-17,0.2857142857142857,0.42857142857142855,7.857142857142857
S001,P0001,2023-03-13,552,604,65.63428571428571,8.571428571428571,0.2857142857142857,0.0,Electronics,North,3,1,Spring,767.0,572.0,767.0,False,572.0,529.0,432.0,767.0,533.0,499.75,73.24388484144363,1.0,6.123233995736766e-17,0.0,0.14285714285714285,6.428571428571429
S001,P0001,2023-03-20,693,793,68.19285714285715,12.142857142857142,0.42857142857142855,0.0,Electronics,North,3,1,Spring,602.0,552.0,602.0,False,552.0,572.0,599.0,602.0,563.0,490.75,29.743346594938807,1.0,6.123233995736766e-17,0.0,0.2857142857142857,8.571428571428571
S001,P0001,2023-03-27,573,620,65.47,7.857142857142857,0.14285714285714285,0.0,Electronics,North,3,1,Spring,656.0,693.0,656.0,False,693.0,552.0,529.0,656.0,586.5,503.375,73.14141553638854,1.0,6.123233995736766e-17,0.0,0.42857142857142855,12.142857142857142
S001,P0001,2023-04-03,492,602,62.791428571428575,11.428571428571429,0.2857142857142857,0.0,Electronics,North,4,2,Spring,547.0,573.0,547.0,False,573.0,693.0,572.0,547.0,597.5,539.25,64.39720490828769,0.8660254037844387,-0.4999999999999998,0.0,0.14285714285714285,7.857142857142857
S001,P0001,2023-04-10,371,409,58.19285714285714,10.714285714285714,0.2857142857142857,0.7142857142857143,Electronics,North,4,2,Spring,795.0,492.0,795.0,False,492.0,573.0,552.0,795.0,577.5,555.25,84.30302485676295,0.8660254037844387,-0.4999999999999998,0.0,0.2857142857142857,11.428571428571429
S001,P0001,2023-04-17,485,479,59.238571428571426,10.0,0.42857142857142855,1.0,Electronics,North,4,2,Spring,454.0,371.0,454.0,False,371.0,492.0,693.0,454.0,532.25,547.625,135.55165067235438,0.8660254037844387,-0.4999999999999998,0.7142857142857143,0.2857142857142857,10.714285714285714
S001,P0001,2023-04-24,409,521,59.90857142857143,12.142857142857142,0.42857142857142855,1.0,Electronics,North,4,2,Spring,354.0,485.0,354.0,False,485.0,371.0,573.0,354.0,480.25,533.375,83.0637305527107,0.8660254037844387,-0.4999999999999998,1.0,0.42857142857142855,10.0
S001,P0001,2023-05-01,462,556,63.07714285714286,9.285714285714286,0.42857142857142855,1.0,Electronics,North,5,2,Spring,345.0,409.0,345.0,False,409.0,485.0,492.0,345.0,439.25,518.375,59.01624070259522,0.49999999999999994,-0.8660254037844387,1.0,0.42857142857142855,12.142857142857142
S001,P0001,2023-05-08,400,445,57.300000000000004,12.857142857142858,0.42857142857142855,0.7142857142857143,Electronics,North,5,2,Spring,304.0,462.0,304.0,False,462.0,409.0,371.0,304.0,431.75,504.625,51.506472085230776,0.49999999999999994,-0.8660254037844387,1.0,0.42857142857142855,9.285714285714286
S001,P0001,2023-05-15,586,653,64.83,10.0,0.42857142857142855,0.0,Electronics,North,5,2,Spring,451.0,400.0,451.0,False,400.0,462.0,485.0,451.0,439.0,485.625,41.09338957383118,0.49999999999999994,-0.8660254037844387,0.7142857142857143,0.42857142857142855,12.857142857142858
S001,P0001,2023-05-22,671,814,74.76714285714286,4.285714285714286,0.14285714285714285,0.0,Electronics,North,5,2,Spring,406.0,586.0,406.0,False,586.0,400.0,409.0,406.0,464.25,472.25,85.65191182921716,0.49999999999999994,-0.8660254037844387,0.0,0.42857142857142855,10.0
S001,P0001,2023-05-29,573,637,68.90285714285714,4.285714285714286,0.14285714285714285,0.0,Electronics,North,5,2,Spring,500.0,671.0,500.0,False,671.0,586.0,462.0,500.0,529.75,484.5,121.84792434287364,0.49999999999999994,-0.8660254037844387,0.0,0.14285714285714285,4.285714285714286
S001,P0001,2023-06-05,647,703,68.51428571428572,8.571428571428571,0.2857142857142857,0.0,Electronics,North,6,2,Summer,675.0,573.0,675.0,False,573.0,671.0,400.0,675.0,557.5,494.625,113.63831513475839,1.2246467991473532e-16,-1.0,0.0,0.14285714285714285,4.285714285714286
S001,P0001,2023-06-12,704,857,75.44142857142857,6.428571428571429,0.5714285714285714,0.0,Electronics,North,6,2,Summer,658.0,647.0,658.0,False,647.0,573.0,586.0,658.0,619.25,529.125,47.232580563279164,1.2246467991473532e-16,-1.0,0.0,0.2857142857142857,8.571428571428571
S001,P0001,2023-06-19,840,942,74.68571428571428,9.285714285714286,0.42857142857142855,0.0,Electronics,North,6,2,Summer,526.0,704.0,526.0,False,704.0,647.0,671.0,526.0,648.75,556.5,55.64395744373318,1.2246467991473532e-16,-1.0,0.0,0.5714285714285714,6.428571428571429
S001,P0001,2023-06-26,653,751,71.99857142857142,6.428571428571429,0.0,0.0,Electronics,North,6,2,Summer,344.0,840.0,344.0,False,840.0,704.0,573.0,344.0,691.0,610.375,112.88637355027984,1.2246467991473532e-16,-1.0,0.0,0.42857142857142855,9.285714285714286
S001,P0001,2023-07-03,629,764,66.53999999999999,12.857142857142858,0.42857142857142855,0.0,Electronics,North,7,3,Summer,244.0,653.0,244.0,False,653.0,840.0,647.0,244.0,711.0,634.25,89.72179222463173,-0.4999999999999997,-0.8660254037844388,0.0,0.0,6.428571428571429
S001,P0001,2023-07-10,668,728,68.24285714285715,10.0,0.2857142857142857,0.0,Electronics,North,7,3,Summer,284.0,629.0,284.0,False,629.0,653.0,704.0,284.0,706.5,662.875,94.33451118228147,-0.4999999999999997,-0.8660254037844388,0.0,0.42857142857142855,12.857142857142858
S001,P0001,2023-07-17,487,569,66.47571428571429,4.285714285714286,0.2857142857142857,0.0,Electronics,North,7,3,Summer,377.0,668.0,377.0,False,668.0,629.0,840.0,377.0,697.5,673.125,96.34832639957992,-0.4999999999999997,-0.8660254037844388,0.0,0.2857142857142857,10.0
S001,P0001,2023-07-24,639,821,70.00142857142858,10.0,0.42857142857142855,0.0,Electronics,North,7,3,Summer,634.0,487.0,634.0,False,487.0,668.0,653.0,634.0,609.25,650.125,83.06774343871385,-0.4999999999999997,-0.8660254037844388,0.0,0.2857142857142857,4.285714285714286
S001,P0001,2023-07-31,588,643,66.13285714285715,7.857142857142857,0.2857142857142857,0.0,Electronics,North,7,3,Summer,647.0,639.0,647.0,False,639.0,487.0,629.0,647.0,605.75,658.375,80.87593379162094,-0.4999999999999997,-0.8660254037844388,0.0,0.42857142857142855,10.0
S001,P0001,2023-08-07,560,680,67.89571428571428,8.571428571428571,0.2857142857142857,0.0,Electronics,North,8,3,Summer,532.0,588.0,532.0,False,588.0,639.0,668.0,532.0,595.5,651.0,79.53405978992053,-0.8660254037844384,-0.5000000000000004,0.0,0.2857142857142857,7.857142857142857
S001,P0001,2023-08-14,664,749,74.61142857142856,2.857142857142857,0.14285714285714285,0.0,Electronics,North,8,3,Summer,624.0,560.0,624.0,False,560.0,588.0,487.0,624.0,568.5,633.0,63.416611914124324,-0.8660254037844384,-0.5000000000000004,0.0,0.2857142857142857,8.571428571428571
S001,P0001,2023-08-21,642,686,65.95571428571428,12.142857142857142,0.5714285714285714,0.0,Electronics,North,8,3,Summer,653.0,664.0,653.0,False,664.0,560.0,639.0,653.0,612.75,611.0,47.29605339419619,-0.8660254037844384,-0.5000000000000004,0.0,0.14285714285714285,2.857142857142857
S001,P0001,2023-08-28,722,763,70.78,7.857142857142857,0.2857142857142857,0.0,Electronics,North,8,3,Summer,590.0,642.0,590.0,False,642.0,664.0,588.0,590.0,613.5,609.625,47.871355387816806,-0.8660254037844384,-0.5000000000000004,0.0,0.5714285714285714,12.142857142857142
S001,P0001,2023-09-04,753,774,72.06571428571428,6.428571428571429,0.14285714285714285,0.0,Electronics,North,9,3,Autumn,574.0,722.0,574.0,False,722.0,642.0,560.0,574.0,647.0,621.25,67.10191254104951,-1.0,-1.8369701987210297e-16,0.0,0.2857142857142857,7.857142857142857
S001,P0001,2023-09-11,586,649,65.56571428571428,10.0,0.5714285714285714,0.0,Electronics,North,9,3,Autumn,700.0,753.0,700.0,False,753.0,722.0,664.0,700.0,695.25,631.875,51.19488906782256,-1.0,-1.8369701987210297e-16,0.0,0.14285714285714285,6.428571428571429
S001,P0001,2023-09-18,604,677,67.73142857142857,9.285714285714286,0.42857142857142855,0.0,Electronics,North,9,3,Autumn,605.0,586.0,605.0,False,586.0,753.0,642.0,605.0,675.75,644.25,75.94021771542835,-1.0,-1.8369701987210297e-16,0.0,0.5714285714285714,10.0
S001,P0001,2023-09-25,553,667,67.22285714285714,10.0,0.2857142857142857,0.0,Electronics,North,9,3,Autumn,513.0,604.0,513.0,False,604.0,586.0,722.0,513.0,666.25,639.875,83.563847845026,-1.0,-1.8369701987210297e-16,0.0,0.42857142857142855,9.285714285714286
S001,P0001,2023-10-02,492,570,64.35428571428572,7.142857142857143,0.14285714285714285,0.2857142857142857,Electronics,North,10,4,Autumn,592.0,553.0,592.0,False,553.0,604.0,753.0,592.0,624.0,635.5,88.55506761332175,-0.8660254037844386,0.5000000000000001,0.0,0.2857142857142857,10.0
S001,P0001,2023-10-09,312,318,54.69142857142857,12.142857142857142,0.2857142857142857,1.0,Electronics,North,10,4,Autumn,531.0,492.0,531.0,False,492.0,553.0,586.0,531.0,558.75,627.0,49.25697920092124,-0.8660254037844386,0.5000000000000001,0.2857142857142857,0.14285714285714285,7.142857142857143
S001,P0001,2023-10-16,319,345,55.60857142857143,10.0,0.42857142857142855,1.0,Electronics,North,10,4,Autumn,562.0,312.0,562.0,False,312.0,492.0,604.0,562.0,490.25,583.0,127.34827573757455,-0.8660254037844386,0.5000000000000001,1.0,0.2857142857142857,12.142857142857142
S001,P0001,2023-10-23,704,831,71.86,10.714285714285714,0.42857142857142855,0.2857142857142857,Electronics,North,10,4,Autumn,636.0,319.0,636.0,False,319.0,312.0,553.0,636.0,419.0,542.625,122.11197047518854,-0.8660254037844386,0.5000000000000001,1.0,0.42857142857142855,10.0
